chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,chroma_12_mean,chroma_12_std,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_deviation_mean,chroma_deviation_std,energy_mean,energy_std,entropy_mean,entropy_std,label,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,spectral_centroid_mean,spectral_centroid_std,spectral_entropy_mean,spectral_entropy_std,spectral_flux_mean,spectral_flux_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_spread_mean,spectral_spread_std,zcr_mean,zcr_std
0.00496550427955,0.00308215385467,0.00640509785928,0.00542197928805,0.00273144746431,0.00209782813561,0.00338214243158,0.00168135918965,0.00162335275367,0.00101994470369,0.026737642133,0.0549409593192,0.00558354580086,0.00375751572633,0.00505977240536,0.00306158515764,0.0093849170835,0.00617056314929,0.00535979501777,0.00266062137313,0.00764419811519,0.00511518184469,0.00362086583529,0.00245605388575,0.00927119291767,0.0144816977219,0.0342419185989,0.0648917860938,2.8703352307,0.580914062586,1.0,-0.101668193348,0.158397832243,-0.0361609117749,0.112289403715,0.0899700242129,0.121988619855,-0.0123654686121,0.160674644405,-29.638913498,9.52583245169,0.0869883320229,0.122681497907,-0.493153607573,0.219952646942,0.30630177832,0.20980466948,-0.190873358286,0.162754667311,0.132260074077,0.155687199022,0.228707837343,0.248473845839,-0.302858692303,0.227340164258,-0.253958355671,0.15360394294,0.1701396616,0.090501597816,0.985579575604,0.46124521689,0.0617961859565,0.226546746457,0.164848484848,0.0892896155517,0.181173400666,0.0860650443322,0.0570562376838,0.0335666928214
0.00897606923403,0.00444863550444,0.00620812259134,0.00415159761956,0.00397838103538,0.00311949681351,0.00298667023431,0.00156772555213,0.00337759260956,0.00256302286229,0.0186018935228,0.0403821913505,0.00616886203878,0.00415454985588,0.00676278427246,0.00393361207459,0.0115538917343,0.00936505812851,0.00704661388621,0.0036815225238,0.00707556525634,0.00472696947823,0.00354790124398,0.00234839401703,0.00749428368672,0.0104888812256,0.0354930577282,0.0595675955143,2.86099681649,0.480055043491,1.0,-0.173192050779,0.117952332692,-0.160427341752,0.168071533746,0.0489089809008,0.174505686509,0.0429457530758,0.141439625495,-27.78583313,7.89467418074,0.0934010526984,0.260934196684,-0.496262488223,0.293997127356,0.202170250888,0.118086670562,-0.04368064075,0.203645011084,0.137980813688,0.230550551713,0.186600018377,0.196041911314,-0.225221525506,0.228562146086,-0.196421504667,0.193735030736,0.181872103359,0.081501854178,1.14142555161,0.485879134127,0.0632046767236,0.231310409207,0.180181818182,0.0845778367441,0.1874245243,0.0750442089786,0.0611793239351,0.0326421538344
0.00640326983138,0.00544535585776,0.00854281226294,0.00702400671508,0.00147004691664,0.00106047136813,0.00620970190436,0.00402449852126,0.00342792440618,0.00239153128563,0.0281363831918,0.0548080538521,0.0048328184913,0.00336117439221,0.00462332608143,0.00287714330605,0.00896501393591,0.00709446140207,0.0103709655492,0.00893888956065,0.00655785994496,0.00506794059956,0.00903408472673,0.00717630961884,0.0108800640767,0.0139259097041,0.0393788795726,0.074377186257,2.97753160864,0.346860843589,1.0,0.068495857442,0.105549508664,-0.0806302036482,0.146209140556,0.139023413933,0.162913604735,-0.219300669998,0.180250666797,-29.5905523871,9.61794334601,0.189520573163,0.25893283711,-0.412550313192,0.225465359077,-0.0642821823918,0.136556223263,-0.0745470840872,0.23895707962,0.265154775559,0.159107367595,0.264324790642,0.188240249392,-0.192674596452,0.157706923225,-0.14022659825,0.172800057555,0.164693113556,0.0918369984141,1.06821415662,0.506858556644,0.0632742789936,0.231074297018,0.154181818182,0.094511532376,0.1783006379,0.0874449590807,0.0574503562225,0.0375926007415
0.0118446892642,0.0102481423825,0.00858152043387,0.00742788744834,0.00125333033348,0.000824848298995,0.00447006200909,0.00428636842793,0.00323132823203,0.00216295483153,0.0267268065249,0.0549101374673,0.00310686319563,0.0022410694925,0.00522530831216,0.00327542304711,0.0162315286375,0.013430583074,0.00714029848868,0.00477815995447,0.00900640339852,0.00620690711284,0.0128582271264,0.00720104566862,0.0124052944692,0.0133611031613,0.0353355292435,0.0609933383894,2.97348697865,0.330752107633,1.0,0.00290621199144,0.164764949444,0.0586457127497,0.188669798755,-0.0658942842291,0.140002447653,-0.0589077312661,0.109928849375,-29.4598847563,9.59315996674,0.348667798141,0.445474019319,-0.683316461956,0.321916273336,0.14981676417,0.16136876558,-0.0240078873036,0.195421827104,0.0959516075336,0.176009863205,0.297615584393,0.229648393136,-0.29148551534,0.214212235429,-0.20058942064,0.179284733912,0.159650344635,0.095085323637,0.912016304583,0.504175613909,0.0604057587297,0.219905437615,0.146121212121,0.0993197062038,0.173946627873,0.0903829121724,0.0524177656511,0.0312740201699
0.007586113831,0.00380719858295,0.0116787650751,0.0097814795638,0.00185587947696,0.000935987710288,0.00764340404072,0.00508673023073,0.00425384615488,0.00244280511585,0.0238713957143,0.0395294496261,0.00521748957982,0.00485969658563,0.00495158110996,0.00324182140078,0.0182541437726,0.012298491976,0.00981885799333,0.00519728411676,0.0113309902758,0.00779794386834,0.0118253014799,0.00722880624533,0.0101229971417,0.00981304147673,0.0441016057026,0.0657616085692,2.89088217972,0.392185131626,1.0,-0.0732976382897,0.211174600547,-0.170926303775,0.156068775131,-0.155374898877,0.193214285519,-0.192563104964,0.180684512581,-26.9816447379,7.76480643803,0.440580612652,0.394112675755,-0.698309957946,0.337571083756,0.0673136148196,0.210784129304,0.072774884648,0.174543247103,0.338553824647,0.230200520345,0.3551746856,0.268818991755,-0.359800098843,0.288125143875,-0.270834701263,0.215557519213,0.164779941138,0.0732517788697,0.859369810078,0.441032706923,0.0644338012157,0.234072230929,0.137454545455,0.0679200632083,0.184465369664,0.0749890915826,0.0553888130969,0.031568317172
0.0147430951309,0.0140065379796,0.00811817387501,0.00562231155636,0.00383902859213,0.0052859336482,0.00441366737879,0.00385126878441,0.00297863099197,0.00302776271036,0.0269143511674,0.0548551890823,0.00260417031754,0.00163993866364,0.00325537405393,0.00157102529447,0.0143104802468,0.0120809204205,0.0157270727914,0.0148763208576,0.0113985036792,0.0087481988537,0.0118677813424,0.00616240705873,0.0137047597406,0.0129565434858,0.0444034784918,0.0679778193038,2.9378113507,0.374524944897,1.0,0.0372865698268,0.21017198102,-0.0357629528901,0.161076477387,-0.119941251587,0.121382711143,-0.208075302467,0.174942887564,-28.5203960312,9.63688399603,0.244487525813,0.244268503313,-0.556421611773,0.305859716429,0.341958936301,0.37874758952,0.213010366335,0.249324136248,0.336263298634,0.278500797155,0.483180704381,0.266655610766,-0.388272028217,0.291509545837,-0.241122724261,0.138183301727,0.155800494636,0.0877514413572,0.902330688254,0.364685446334,0.0469232197843,0.168664761323,0.137696969697,0.08084939348,0.170364093968,0.0877998055898,0.0577838411399,0.0318921320752
0.0371078504562,0.0348939391027,0.00769012655178,0.00726411351212,0.00143156224033,0.000753655155638,0.0026712113386,0.00139653800281,0.00387761614157,0.0031794359759,0.0247559372101,0.03971819566,0.00955781874361,0.0106267400489,0.00348766351896,0.00240456966032,0.00617740938499,0.00614861101731,0.00797741423028,0.00533984333068,0.0100313439376,0.0102919168684,0.010033374975,0.00830906366509,0.0151813327391,0.0112725024784,0.0406003527101,0.0572249651292,2.979920172,0.409548003264,1.0,-0.0598970383536,0.164444454203,-0.145560983339,0.184993762845,-0.222985711608,0.227962938862,-0.120231750432,0.110706630392,-26.8970882929,7.60212255439,0.182111851024,0.312993578778,-1.25485796355,0.62507719913,0.0742430872985,0.293287095468,0.118462543452,0.19450593494,0.164663870732,0.186451973126,0.439127768235,0.287410378923,-0.153318295447,0.203871206866,-0.151635023761,0.146742148802,0.160972198548,0.0695720207941,0.680701715166,0.417830773201,0.0576250391193,0.206805180845,0.104060606061,0.0551680294955,0.188458562247,0.073641213661,0.0548127936941,0.0278298744594
0.0140928044477,0.0122964186123,0.00894278456279,0.00772881097552,0.00256308397717,0.0017481989281,0.00519212657654,0.00450133378845,0.00534627906808,0.00457243633363,0.0172274568844,0.0405577106808,0.00251055859006,0.00157542723709,0.00484857137395,0.00267697602711,0.0102819604179,0.00898649035348,0.0133948491116,0.0147680884835,0.0115704558936,0.00968799106646,0.0129287001257,0.00999584015979,0.0107813421867,0.00977038593998,0.0423773338858,0.0634287354572,2.67801057992,0.650838114048,1.0,0.00414952962774,0.122913093577,-0.186880247396,0.206668234201,-0.178014263422,0.163115770357,-0.0994216964113,0.118634787356,-27.9489781915,8.43440519241,0.282288960823,0.655080368917,-0.851714726458,0.393175768001,0.1627627019,0.188024841549,0.0606762748315,0.231072885459,0.32466196419,0.284349285503,0.535852062817,0.356657172056,-0.36048736561,0.195953472601,-0.181239209023,0.181288452883,0.174745088801,0.100664794585,0.979978355922,0.691676390086,0.0600510706546,0.216872709591,0.172545454545,0.137467131058,0.185415732786,0.0787807895638,0.0561770501743,0.0321810624741
0.0142088451646,0.0105192752868,0.00821205142548,0.00663574966829,0.00226856908178,0.002106326398,0.00572210312518,0.00404466611331,0.00411246754135,0.00286247844671,0.0387830557475,0.0640658805245,0.00341829250743,0.00236388986345,0.00372345084115,0.00288493284866,0.0121856166587,0.0117820897714,0.00564635190287,0.00413323925991,0.0112061792558,0.00851729959737,0.00767485939868,0.00518175935923,0.0145873298544,0.0158422584795,0.0404235791463,0.0659652485491,2.99032883266,0.328001901438,1.0,0.0288275844538,0.109953024492,-0.15685172419,0.135382581746,-0.0106250294672,0.146798456672,-0.0610884734758,0.120810578432,-30.0190370773,10.992436753,0.320526073441,0.290233504052,-0.523033154261,0.295136756544,-0.0884618084761,0.176672636483,-0.112507390992,0.227273442556,0.0631662529804,0.196319750314,0.320566052682,0.231506783395,-0.23555344371,0.204768476492,-0.0587363299353,0.141462529012,0.144395185533,0.0867036750951,0.857899013392,0.427667519047,0.0638374257359,0.233705087377,0.130909090909,0.0699515771123,0.161782861501,0.0918894237854,0.0551765954222,0.0328496318783
0.0184118763117,0.0112575244067,0.00598168865721,0.00340366179226,0.00238840150273,0.00199756167501,0.00604005664973,0.0034085928877,0.00510891066648,0.00253560654058,0.0183850083777,0.039863697315,0.00356463262382,0.00211339043825,0.00508389374718,0.00339586722847,0.0194550302771,0.0136608860102,0.0110561719174,0.00839780422364,0.0119161952375,0.00860016755107,0.00893105239441,0.00560066426421,0.0105235453989,0.00979660630994,0.0378439021123,0.0604558592129,2.83021871866,0.727636580517,1.0,0.0776520820658,0.198362684813,-0.0850561490154,0.132836312629,-0.0741343713748,0.201197609601,-0.114473577919,0.189696313931,-28.1221242247,8.03881055796,0.37535970948,0.424923258531,-0.756887240663,0.298411094066,-0.0609673901047,0.168289798995,-0.129139370821,0.203358538947,0.128486467695,0.197425375561,0.362214986284,0.301392904266,-0.281846862921,0.175659562851,-0.166260358345,0.131965737675,0.173696075145,0.0842462119008,0.951402421024,0.445309292374,0.0608936240399,0.220932617459,0.158909090909,0.0769610112016,0.190876728599,0.0778966867006,0.0537820221313,0.0307543685454
0.014932148392,0.00739980918842,0.00894852033004,0.00591836802539,0.00312365870669,0.00133909253767,0.0055855215761,0.00375351871242,0.00377663986746,0.00156942784133,0.0180719238351,0.0398814066864,0.00343173040999,0.00208693216275,0.00789161781175,0.0057769429608,0.0123587986331,0.00694837530889,0.00798526522988,0.00636459935556,0.00867469838292,0.00434939226138,0.0167206849411,0.0131768182796,0.00922514658774,0.0100810704825,0.0445965105647,0.0715986405873,2.76650168171,0.80534160563,1.0,0.0530750703208,0.149401316304,-0.101108513597,0.121519278221,-0.0662928830139,0.153682285755,-0.151031722244,0.153036936794,-26.8299578931,7.81278681216,0.367721278274,0.361631949322,-0.645441964572,0.219987700554,-0.0311181504657,0.20399383791,-0.0420573375311,0.175444970666,0.238861544325,0.201324551057,0.427098052188,0.21970794738,-0.195755571586,0.259491358084,-0.103178356541,0.233473220947,0.170045137868,0.0730327792246,0.977064126738,0.369396387089,0.0612435846146,0.223054121675,0.151696969697,0.0634836840857,0.188882110838,0.0711130580174,0.0569652872518,0.0313299559992
0.0134610153036,0.00815800478357,0.00791975304615,0.00713409083052,0.00258145847138,0.00194535567748,0.00461207942551,0.00409743003406,0.00322992297605,0.00233048928207,0.0286617830646,0.0543190470973,0.00303341187237,0.00222314574615,0.00436704818798,0.0034056404848,0.00810403786618,0.00617664943254,0.00797692692561,0.00660841407174,0.0105361792944,0.00725710132898,0.011880831883,0.00868494252375,0.0113832839464,0.0136626320156,0.0312053680619,0.0657531760963,2.80463089061,0.751693420948,1.0,0.0839890315725,0.108884082264,-0.103253660539,0.135651713914,0.0349883104411,0.233854895095,-0.053881847508,0.194107234652,-30.6936721246,9.82976222383,0.338181080828,0.312319296401,-0.509633440734,0.304040137821,-0.0329602083241,0.157608880607,-0.106189412157,0.208768542021,0.0876288053531,0.160470969863,0.338643881759,0.258216323919,-0.395720524631,0.273429611553,-0.132569131991,0.140684220339,0.184703898195,0.124628662078,1.14872647631,0.636768144582,0.0514231048521,0.186883328424,0.196060606061,0.165035655774,0.183461379183,0.0921563277318,0.0538426557526,0.0357717040752
0.00878972254494,0.00505601257,0.00666898413898,0.00422822479652,0.00407986485309,0.00275650305022,0.00569911107895,0.00537241276832,0.00240619659517,0.00201300589147,0.0223736991137,0.0435558563995,0.00517690746407,0.00313905580369,0.00713086163873,0.00424324096695,0.0209404638039,0.0190193235866,0.00796199380025,0.00438374957909,0.00595854711386,0.00374352972716,0.00367517644682,0.00250550391529,0.0102739293067,0.0111996826181,0.0439257422861,0.0719132872789,2.85788081821,0.405332592164,1.0,-0.182039349854,0.165652362914,-0.16525768562,0.156911550658,0.0279051918493,0.134461103321,0.0712243077482,0.143226308099,-27.5607670621,8.0916979628,0.232414225126,0.372910463451,-0.462118747517,0.272214724967,0.248694164425,0.195361534835,0.011106352749,0.181323074718,0.279773990707,0.153238936471,0.226427719896,0.18116305133,-0.336621731143,0.156122362216,-0.296930176347,0.179706410642,0.181467104787,0.0793903297846,1.0206121027,0.410952787349,0.0614252439237,0.224291868249,0.164303030303,0.0608448024963,0.194171855917,0.0717257828919,0.0613915416098,0.0332336413035
0.0218165466162,0.0112658394081,0.0110052070472,0.00844510917103,0.00307822336761,0.00131565261624,0.00427842828003,0.00290779674605,0.0040473386265,0.00301226180307,0.016549023883,0.0402333868431,0.00215815897394,0.00105636566201,0.00545557313541,0.00305341492983,0.0141066295904,0.00783528830329,0.00865255665075,0.00626846733068,0.00948365518739,0.00603542921029,0.0106667944253,0.0062842276902,0.00981403048951,0.00997762659602,0.044510438483,0.0703484951638,2.77481051094,0.800659485867,1.0,9.77718069409e-05,0.136966843263,-0.13210855356,0.115303064402,-0.0203405196978,0.206359548055,-0.0409670827022,0.157319295076,-26.9846227614,7.71684137792,0.25211550205,0.409173313532,-0.723832176241,0.2848941515,-0.0702242127327,0.211559976546,-0.082509061175,0.262789583415,0.186250032402,0.305779713966,0.415079026543,0.234895548033,-0.342704372858,0.220801214905,-0.176224071894,0.16344330413,0.171974953235,0.076694288714,0.980661441779,0.390871295277,0.0644279498432,0.234599398325,0.158,0.0597591124026,0.185953059119,0.0740283545648,0.0573897226012,0.030900490144
